geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,male_total,male_total_annotation,male_total_moe,male_total_moe_annotation,male_under_5,male_under_5_annotation,male_under_5_moe,male_under_5_moe_annotation,male_5_to_9,male_5_to_9_annotation,male_5_to_9_moe,male_5_to_9_moe_annotation,male_10_to_14,male_10_to_14_annotation,male_10_to_14_moe,male_10_to_14_moe_annotation,male_15_to_17,male_15_to_17_annotation,male_15_to_17_moe,male_15_to_17_moe_annotation,male_18_to_19,male_18_to_19_annotation,male_18_to_19_moe,male_18_to_19_moe_annotation,male_20,male_20_annotation,male_20_moe,male_20_moe_annotation,male_21,male_21_annotation,male_21_moe,male_21_moe_annotation,male_22_to_24,male_22_to_24_annotation,male_22_to_24_moe,male_22_to_24_moe_annotation,male_25_to_29,male_25_to_29_annotation,male_25_to_29_moe,male_25_to_29_moe_annotation,male_30_to_34,male_30_to_34_annotation,male_30_to_34_moe,male_30_to_34_moe_annotation,male_35_to_39,male_35_to_39_annotation,male_35_to_39_moe,male_35_to_39_moe_annotation,male_40_to_44,male_40_to_44_annotation,male_40_to_44_moe,male_40_to_44_moe_annotation,male_45_to_49,male_45_to_49_annotation,male_45_to_49_moe,male_45_to_49_moe_annotation,male_50_to_54,male_50_to_54_annotation,male_50_to_54_moe,male_50_to_54_moe_annotation,male_55_to_59,male_55_to_59_annotation,male_55_to_59_moe,male_55_to_59_moe_annotation,male_60_to_61,male_60_to_61_annotation,male_60_to_61_moe,male_60_to_61_moe_annotation,male_62_to_64,male_62_to_64_annotation,male_62_to_64_moe,male_62_to_64_moe_annotation,male_65_to_66,male_65_to_66_annotation,male_65_to_66_moe,male_65_to_66_moe_annotation,male_67_to_69,male_67_to_69_annotation,male_67_to_69_moe,male_67_to_69_moe_annotation,male_70_to_74,male_70_to_74_annotation,male_70_to_74_moe,male_70_to_74_moe_annotation,male_75_to_79,male_75_to_79_annotation,male_75_to_79_moe,male_75_to_79_moe_annotation,male_80_to_84,male_80_to_84_annotation,male_80_to_84_moe,male_80_to_84_moe_annotation,male_85_and_over,male_85_and_over_annotation,male_85_and_over_moe,male_85_and_over_moe_annotation,female_total,female_total_annotation,female_total_moe,female_total_moe_annotation,female_under_5,female_under_5_annotation,female_under_5_moe,female_under_5_moe_annotation,female_5_to_9,female_5_to_9_annotation,female_5_to_9_moe,female_5_to_9_moe_annotation,female_10_to_14,female_10_to_14_annotation,female_10_to_14_moe,female_10_to_14_moe_annotation,female_15_to_17,female_15_to_17_annotation,female_15_to_17_moe,female_15_to_17_moe_annotation,female_18_to_19,female_18_to_19_annotation,female_18_to_19_moe,female_18_to_19_moe_annotation,female_20,female_20_annotation,female_20_moe,female_20_moe_annotation,female_21,female_21_annotation,female_21_moe,female_21_moe_annotation,female_22_to_24,female_22_to_24_annotation,female_22_to_24_moe,female_22_to_24_moe_annotation,female_25_to_29,female_25_to_29_annotation,female_25_to_29_moe,female_25_to_29_moe_annotation,female_30_to_34,female_30_to_34_annotation,female_30_to_34_moe,female_30_to_34_moe_annotation,female_35_to_39,female_35_to_39_annotation,female_35_to_39_moe,female_35_to_39_moe_annotation,female_40_to_44,female_40_to_44_annotation,female_40_to_44_moe,female_40_to_44_moe_annotation,female_45_to_49,female_45_to_49_annotation,female_45_to_49_moe,female_45_to_49_moe_annotation,female_50_to_54,female_50_to_54_annotation,female_50_to_54_moe,female_50_to_54_moe_annotation,female_55_to_59,female_55_to_59_annotation,female_55_to_59_moe,female_55_to_59_moe_annotation,female_60_to_61,female_60_to_61_annotation,female_60_to_61_moe,female_60_to_61_moe_annotation,female_62_to_64,female_62_to_64_annotation,female_62_to_64_moe,female_62_to_64_moe_annotation,female_65_to_66,female_65_to_66_annotation,female_65_to_66_moe,female_65_to_66_moe_annotation,female_67_to_69,female_67_to_69_annotation,female_67_to_69_moe,female_67_to_69_moe_annotation,female_70_to_74,female_70_to_74_annotation,female_70_to_74_moe,female_70_to_74_moe_annotation,female_75_to_79,female_75_to_79_annotation,female_75_to_79_moe,female_75_to_79_moe_annotation,female_80_to_84,female_80_to_84_annotation,female_80_to_84_moe,female_80_to_84_moe_annotation,female_85_and_over,female_85_and_over_annotation,female_85_and_over_moe,female_85_and_over_moe_annotation,state,total_under_5,total_5_to_9,total_10_to_14,total_15_to_17,total_18_to_19,total_20,total_21,total_22_to_24,total_25_to_29,total_30_to_34,total_35_to_39,total_40_to_44,total_45_to_49,total_50_to_54,total_55_to_59,total_60_to_61,total_62_to_64,total_65_to_66,total_67_to_69,total_70_to_74,total_75_to_79,total_80_to_84,total_85_and_over,total_0_to_17,male_0_to_17,female_0_to_17,total_5_to_17,male_5_to_17,female_5_to_17,total_0_9,male_0_9,female_0_9,total_10_to_17,male_10_to_17,female_10_to_17,total_18_to_34,male_18_to_34,female_18_to_34,total_35_to_49,male_35_to_49,female_35_to_49,total_50_to_64,male_50_to_64,female_50_to_64,total_65_and_over,male_65_and_over,female_65_and_over
15,Hawaii,1346554.0,,-555555555.0,*****,674569.0,,214.0,,45167.0,,145.0,,41501.0,,1014.0,,42025.0,,1019.0,,26705.0,,100.0,,17663.0,,170.0,,10576.0,,745.0,,10637.0,,787.0,,30687.0,,867.0,,50737.0,,229.0,,44063.0,,137.0,,43639.0,,1187.0,,45904.0,,1232.0,,48026.0,,145.0,,48355.0,,71.0,,44469.0,,896.0,,18438.0,,837.0,,21821.0,,838.0,,12743.0,,574.0,,14363.0,,689.0,,19100.0,,678.0,,15254.0,,550.0,,11685.0,,478.0,,11011.0,,604.0,,671985.0,,214.0,,42239.0,,110.0,,38734.0,,843.0,,40433.0,,854.0,,25321.0,,73.0,,16087.0,,239.0,,7656.0,,551.0,,9425.0,,641.0,,26269.0,,744.0,,46832.0,,103.0,,41957.0,,142.0,,42348.0,,922.0,,45139.0,,943.0,,47624.0,,101.0,,48915.0,,126.0,,45765.0,,934.0,,17734.0,,724.0,,22637.0,,892.0,,12654.0,,659.0,,15647.0,,683.0,,22713.0,,676.0,,20169.0,,679.0,,17700.0,,589.0,,17987.0,,691.0,,15,87406.0,80235.0,82458.0,52026.0,33750.0,18232.0,20062.0,56956.0,97569.0,86020.0,85987.0,91043.0,95650.0,97270.0,90234.0,36172.0,44458.0,25397.0,30010.0,41813.0,35423.0,29385.0,28998.0,302125.0,155398.0,146727.0,214719.0,110231.0,104488.0,167641.0,86668.0,80973.0,134484.0,68730.0,65754.0,312589.0,164363.0,148226.0,272680.0,137569.0,135111.0,268134.0,133083.0,135051.0,191026.0,84156.0,106870.0
16,Idaho,1549987.0,,-555555555.0,*****,776969.0,,669.0,,61552.0,,297.0,,59278.0,,1144.0,,60967.0,,1172.0,,36491.0,,290.0,,22770.0,,429.0,,10590.0,,839.0,,10551.0,,795.0,,35046.0,,983.0,,53903.0,,424.0,,51297.0,,434.0,,48267.0,,977.0,,49008.0,,983.0,,51742.0,,352.0,,51195.0,,294.0,,46859.0,,1147.0,,17610.0,,818.0,,22639.0,,815.0,,12869.0,,541.0,,16585.0,,624.0,,22350.0,,724.0,,15344.0,,564.0,,11310.0,,525.0,,8746.0,,614.0,,773018.0,,669.0,,58487.0,,292.0,,58899.0,,932.0,,55151.0,,1000.0,,33009.0,,298.0,,23497.0,,405.0,,10543.0,,705.0,,11133.0,,805.0,,31296.0,,899.0,,51610.0,,429.0,,48878.0,,304.0,,46900.0,,1020.0,,48429.0,,1004.0,,51982.0,,396.0,,52563.0,,331.0,,48029.0,,1057.0,,17915.0,,661.0,,22298.0,,811.0,,13208.0,,628.0,,17703.0,,605.0,,22831.0,,671.0,,18863.0,,666.0,,14569.0,,645.0,,15225.0,,629.0,,16,120039.0,118177.0,116118.0,69500.0,46267.0,21133.0,21684.0,66342.0,105513.0,100175.0,95167.0,97437.0,103724.0,103758.0,94888.0,35525.0,44937.0,26077.0,34288.0,45181.0,34207.0,25879.0,23971.0,423834.0,218288.0,205546.0,303795.0,156736.0,147059.0,238216.0,120830.0,117386.0,185618.0,97458.0,88160.0,361114.0,184157.0,176957.0,296328.0,149017.0,147311.0,279108.0,138303.0,140805.0,189603.0,87204.0,102399.0
17,Illinois,12790182.0,,-555555555.0,*****,6272579.0,,1051.0,,427978.0,,477.0,,437082.0,,3406.0,,451621.0,,3402.0,,285462.0,,544.0,,191628.0,,930.0,,94983.0,,2079.0,,92281.0,,2005.0,,261481.0,,2559.0,,454365.0,,806.0,,431083.0,,756.0,,431681.0,,4054.0,,440177.0,,4098.0,,465757.0,,566.0,,448317.0,,511.0,,381903.0,,2989.0,,137741.0,,2190.0,,172375.0,,2317.0,,96065.0,,1464.0,,123757.0,,1690.0,,160531.0,,1816.0,,123989.0,,1459.0,,91745.0,,1581.0,,70577.0,,1332.0,,6517603.0,,1051.0,,411638.0,,512.0,,423150.0,,3183.0,,427612.0,,3212.0,,271036.0,,400.0,,179035.0,,639.0,,90076.0,,2312.0,,86886.0,,2090.0,,253031.0,,2741.0,,451206.0,,528.0,,428764.0,,531.0,,431390.0,,3282.0,,449666.0,,3247.0,,477877.0,,412.0,,467548.0,,428.0,,409100.0,,2379.0,,146909.0,,1821.0,,186967.0,,2135.0,,109291.0,,2081.0,,141958.0,,1824.0,,200737.0,,2227.0,,169108.0,,2309.0,,144219.0,,2092.0,,160399.0,,1651.0,,17,839616.0,860232.0,879233.0,556498.0,370663.0,185059.0,179167.0,514512.0,905571.0,859847.0,863071.0,889843.0,943634.0,915865.0,791003.0,284650.0,359342.0,205356.0,265715.0,361268.0,293097.0,235964.0,230976.0,3135579.0,1602143.0,1533436.0,2295963.0,1174165.0,1121798.0,1699848.0,865060.0,834788.0,1435731.0,737083.0,698648.0,3014819.0,1525821.0,1488998.0,2696548.0,1337615.0,1358933.0,2350860.0,1140336.0,1210524.0,1592376.0,666664.0,925712.0
18,Indiana,6454254.0,,-555555555.0,*****,3175252.0,,926.0,,221359.0,,535.0,,226143.0,,2298.0,,230704.0,,2334.0,,143291.0,,488.0,,101042.0,,606.0,,50541.0,,1537.0,,49406.0,,1768.0,,128428.0,,1954.0,,211548.0,,507.0,,204481.0,,658.0,,209776.0,,2549.0,,218262.0,,2490.0,,235010.0,,585.0,,230744.0,,491.0,,201322.0,,1911.0,,71979.0,,1399.0,,90047.0,,1647.0,,52029.0,,1260.0,,66548.0,,1105.0,,85744.0,,1375.0,,65850.0,,1156.0,,47950.0,,1003.0,,33048.0,,1023.0,,3279002.0,,926.0,,211922.0,,536.0,,217842.0,,2299.0,,218547.0,,2291.0,,135523.0,,454.0,,96676.0,,634.0,,52628.0,,1721.0,,48113.0,,1380.0,,122608.0,,2018.0,,208288.0,,559.0,,200698.0,,459.0,,206107.0,,2040.0,,221025.0,,2082.0,,239427.0,,520.0,,235298.0,,408.0,,210357.0,,1873.0,,77976.0,,1516.0,,97344.0,,1774.0,,57126.0,,1132.0,,74663.0,,1214.0,,105373.0,,1345.0,,89604.0,,1240.0,,74781.0,,1330.0,,77076.0,,1290.0,,18,433281.0,443985.0,449251.0,278814.0,197718.0,103169.0,97519.0,251036.0,419836.0,405179.0,415883.0,439287.0,474437.0,466042.0,411679.0,149955.0,187391.0,109155.0,141211.0,191117.0,155454.0,122731.0,110124.0,1605331.0,821497.0,783834.0,1172050.0,600138.0,571912.0,877266.0,447502.0,429764.0,728065.0,373995.0,354070.0,1474457.0,745446.0,729011.0,1329607.0,663048.0,666559.0,1215067.0,594092.0,620975.0,829792.0,351169.0,478623.0
19,Iowa,3032266.0,,-555555555.0,*****,1498400.0,,890.0,,101427.0,,486.0,,100980.0,,1670.0,,103768.0,,1662.0,,64174.0,,396.0,,49218.0,,777.0,,23266.0,,1029.0,,22376.0,,961.0,,62960.0,,1379.0,,99195.0,,431.0,,92864.0,,471.0,,89919.0,,1356.0,,97867.0,,1255.0,,108850.0,,436.0,,110461.0,,334.0,,99769.0,,1213.0,,35143.0,,911.0,,45134.0,,1032.0,,24396.0,,760.0,,32253.0,,825.0,,47213.0,,875.0,,36348.0,,699.0,,27940.0,,694.0,,22879.0,,634.0,,1533866.0,,890.0,,97473.0,,487.0,,98247.0,,1649.0,,96846.0,,1689.0,,61789.0,,421.0,,45197.0,,577.0,,24405.0,,1011.0,,21707.0,,914.0,,58613.0,,1189.0,,94731.0,,385.0,,89605.0,,317.0,,88841.0,,1405.0,,95173.0,,1257.0,,108871.0,,407.0,,110460.0,,386.0,,99892.0,,1276.0,,36179.0,,983.0,,46548.0,,1103.0,,27060.0,,777.0,,36361.0,,934.0,,54028.0,,860.0,,48344.0,,951.0,,43717.0,,904.0,,49779.0,,901.0,,19,198900.0,199227.0,200614.0,125963.0,94415.0,47671.0,44083.0,121573.0,193926.0,182469.0,178760.0,193040.0,217721.0,220921.0,199661.0,71322.0,91682.0,51456.0,68614.0,101241.0,84692.0,71657.0,72658.0,724704.0,370349.0,354355.0,525804.0,268922.0,256882.0,398127.0,202407.0,195720.0,326577.0,167942.0,158635.0,684137.0,349879.0,334258.0,589521.0,296636.0,292885.0,583586.0,290507.0,293079.0,450318.0,191029.0,259289.0
20,Kansas,2830985.0,,-555555555.0,*****,1403192.0,,710.0,,102094.0,,397.0,,102629.0,,1184.0,,101386.0,,1200.0,,61814.0,,369.0,,43759.0,,564.0,,21595.0,,1119.0,,21698.0,,1011.0,,63261.0,,1345.0,,98561.0,,562.0,,89980.0,,512.0,,87441.0,,1608.0,,90114.0,,1654.0,,100607.0,,441.0,,100042.0,,391.0,,88611.0,,1249.0,,31083.0,,888.0,,39280.0,,1112.0,,21515.0,,722.0,,28081.0,,743.0,,37510.0,,728.0,,29836.0,,832.0,,23119.0,,697.0,,19176.0,,734.0,,1427793.0,,710.0,,99112.0,,474.0,,96588.0,,1649.0,,96550.0,,1617.0,,58412.0,,332.0,,41170.0,,888.0,,19661.0,,912.0,,21195.0,,1013.0,,57661.0,,1263.0,,95038.0,,466.0,,86447.0,,395.0,,87211.0,,1410.0,,88255.0,,1410.0,,102560.0,,363.0,,102320.0,,383.0,,89373.0,,1141.0,,32004.0,,937.0,,41429.0,,977.0,,23630.0,,780.0,,31166.0,,773.0,,44118.0,,880.0,,39381.0,,921.0,,34744.0,,996.0,,39768.0,,911.0,,20,201206.0,199217.0,197936.0,120226.0,84929.0,41256.0,42893.0,120922.0,193599.0,176427.0,174652.0,178369.0,203167.0,202362.0,177984.0,63087.0,80709.0,45145.0,59247.0,81628.0,69217.0,57863.0,58944.0,718585.0,367923.0,350662.0,517379.0,265829.0,251550.0,400423.0,204723.0,195700.0,318162.0,163200.0,154962.0,660026.0,338854.0,321172.0,556188.0,278162.0,278026.0,524142.0,259016.0,265126.0,372044.0,159237.0,212807.0
21,Kentucky,4316040.0,,-555555555.0,*****,2120101.0,,1266.0,,142857.0,,611.0,,142955.0,,1723.0,,147127.0,,1795.0,,91147.0,,529.0,,62639.0,,736.0,,31403.0,,1354.0,,31736.0,,1266.0,,85070.0,,1554.0,,142112.0,,576.0,,139331.0,,590.0,,144034.0,,2051.0,,150125.0,,1940.0,,158567.0,,507.0,,153925.0,,478.0,,137526.0,,1482.0,,51717.0,,1167.0,,64973.0,,1363.0,,37182.0,,1025.0,,46785.0,,972.0,,63857.0,,1203.0,,45114.0,,896.0,,29497.0,,924.0,,20422.0,,643.0,,2195939.0,,1266.0,,136672.0,,581.0,,138868.0,,1946.0,,137034.0,,1860.0,,84728.0,,527.0,,59695.0,,670.0,,31998.0,,1333.0,,29711.0,,1242.0,,81017.0,,1543.0,,142141.0,,589.0,,138043.0,,606.0,,142449.0,,2066.0,,149884.0,,2070.0,,163005.0,,475.0,,161271.0,,446.0,,145724.0,,1716.0,,54114.0,,1337.0,,71586.0,,1402.0,,40256.0,,1135.0,,54410.0,,1182.0,,76478.0,,1226.0,,60183.0,,1128.0,,46775.0,,1030.0,,49897.0,,1135.0,,21,279529.0,281823.0,284161.0,175875.0,122334.0,63401.0,61447.0,166087.0,284253.0,277374.0,286483.0,300009.0,321572.0,315196.0,283250.0,105831.0,136559.0,77438.0,101195.0,140335.0,105297.0,76272.0,70319.0,1021388.0,524086.0,497302.0,741859.0,381229.0,360630.0,561352.0,285812.0,275540.0,460036.0,238274.0,221762.0,974896.0,492291.0,482605.0,908064.0,452726.0,455338.0,840836.0,408141.0,432695.0,570856.0,242857.0,327999.0
22,Louisiana,4484596.0,,-555555555.0,*****,2193423.0,,757.0,,158378.0,,601.0,,153488.0,,2198.0,,158315.0,,2202.0,,98124.0,,498.0,,68312.0,,762.0,,35533.0,,1482.0,,35012.0,,1267.0,,99092.0,,1621.0,,161543.0,,641.0,,141278.0,,723.0,,139625.0,,2013.0,,143656.0,,1943.0,,159444.0,,571.0,,158834.0,,525.0,,135446.0,,1796.0,,49755.0,,1501.0,,65512.0,,1578.0,,34944.0,,1136.0,,44692.0,,937.0,,59696.0,,1109.0,,43522.0,,920.0,,28809.0,,829.0,,20413.0,,804.0,,2291173.0,,757.0,,151904.0,,488.0,,150459.0,,2050.0,,147388.0,,2098.0,,93677.0,,477.0,,67265.0,,591.0,,36446.0,,1429.0,,34092.0,,1503.0,,97850.0,,1884.0,,163079.0,,545.0,,141949.0,,600.0,,139495.0,,1990.0,,150560.0,,2053.0,,165941.0,,482.0,,165232.0,,507.0,,146605.0,,1440.0,,53892.0,,1154.0,,69149.0,,1412.0,,40043.0,,1321.0,,51766.0,,1178.0,,73409.0,,1420.0,,58381.0,,1228.0,,47548.0,,1082.0,,45043.0,,1102.0,,22,310282.0,303947.0,305703.0,191801.0,135577.0,71979.0,69104.0,196942.0,324622.0,283227.0,279120.0,294216.0,325385.0,324066.0,282051.0,103647.0,134661.0,74987.0,96458.0,133105.0,101903.0,76357.0,65456.0,1111733.0,568305.0,543428.0,801451.0,409927.0,391524.0,614229.0,311866.0,302363.0,497504.0,256439.0,241065.0,1081451.0,540770.0,540681.0,898721.0,442725.0,455996.0,844425.0,409547.0,434878.0,548266.0,232076.0,316190.0
23,Maine,1328543.0,,-555555555.0,*****,650339.0,,416.0,,36066.0,,253.0,,38307.0,,970.0,,41341.0,,934.0,,27262.0,,227.0,,19066.0,,283.0,,9715.0,,582.0,,8369.0,,566.0,,22553.0,,651.0,,36029.0,,307.0,,35129.0,,261.0,,40799.0,,764.0,,46424.0,,796.0,,53187.0,,200.0,,53929.0,,249.0,,48401.0,,871.0,,18661.0,,794.0,,24484.0,,680.0,,13364.0,,527.0,,15991.0,,607.0,,22773.0,,599.0,,17607.0,,632.0,,11888.0,,583.0,,8994.0,,493.0,,678204.0,,416.0,,33320.0,,234.0,,36202.0,,860.0,,39270.0,,901.0,,25819.0,,244.0,,17761.0,,221.0,,8987.0,,637.0,,8269.0,,551.0,,22092.0,,724.0,,36526.0,,255.0,,36290.0,,282.0,,41708.0,,866.0,,48155.0,,887.0,,55259.0,,209.0,,56051.0,,196.0,,50895.0,,789.0,,19245.0,,632.0,,25243.0,,731.0,,14184.0,,562.0,,18574.0,,683.0,,24751.0,,622.0,,22561.0,,707.0,,18422.0,,618.0,,18620.0,,642.0,,23,69386.0,74509.0,80611.0,53081.0,36827.0,18702.0,16638.0,44645.0,72555.0,71419.0,82507.0,94579.0,108446.0,109980.0,99296.0,37906.0,49727.0,27548.0,34565.0,47524.0,40168.0,30310.0,27614.0,277587.0,142976.0,134611.0,208201.0,106910.0,101291.0,143895.0,74373.0,69522.0,133692.0,68603.0,65089.0,260786.0,130861.0,129925.0,285532.0,140410.0,145122.0,296909.0,145475.0,151434.0,207729.0,90617.0,117112.0
24,Maryland,5736545.0,,-555555555.0,*****,2774785.0,,607.0,,186397.0,,331.0,,184085.0,,2287.0,,195540.0,,2281.0,,125924.0,,333.0,,84311.0,,711.0,,41479.0,,1422.0,,40643.0,,1617.0,,115718.0,,1548.0,,191621.0,,506.0,,175800.0,,522.0,,185984.0,,2297.0,,206152.0,,2253.0,,220271.0,,395.0,,206523.0,,346.0,,176416.0,,1918.0,,63703.0,,1329.0,,80848.0,,1646.0,,44592.0,,1192.0,,57155.0,,1256.0,,70417.0,,1191.0,,53904.0,,996.0,,37208.0,,982.0,,30094.0,,788.0,,2961760.0,,607.0,,178758.0,,360.0,,179605.0,,2192.0,,186027.0,,2185.0,,119388.0,,310.0,,79502.0,,651.0,,38623.0,,1336.0,,41152.0,,1393.0,,110843.0,,1759.0,,197053.0,,389.0,,186004.0,,411.0,,201076.0,,2476.0,,222236.0,,2476.0,,237884.0,,382.0,,225210.0,,297.0,,193808.0,,1946.0,,73741.0,,1495.0,,89602.0,,1628.0,,51389.0,,1196.0,,64572.0,,1161.0,,87439.0,,1362.0,,73690.0,,1414.0,,60818.0,,1320.0,,63340.0,,1281.0,,24,365155.0,363690.0,381567.0,245312.0,163813.0,80102.0,81795.0,226561.0,388674.0,361804.0,387060.0,428388.0,458155.0,431733.0,370224.0,137444.0,170450.0,95981.0,121727.0,157856.0,127594.0,98026.0,93434.0,1355724.0,691946.0,663778.0,990569.0,505549.0,485020.0,728845.0,370482.0,358363.0,626879.0,321464.0,305415.0,1302749.0,649572.0,653177.0,1273603.0,612407.0,661196.0,1109851.0,527490.0,582361.0,694618.0,293370.0,401248.0
25,Massachusetts,6512227.0,,-555555555.0,*****,3150111.0,,630.0,,187732.0,,289.0,,196786.0,,2235.0,,208163.0,,2236.0,,135310.0,,218.0,,102024.0,,633.0,,51547.0,,1813.0,,48814.0,,1697.0,,131188.0,,1789.0,,215410.0,,288.0,,197286.0,,375.0,,206732.0,,2034.0,,237329.0,,1994.0,,250630.0,,202.0,,236898.0,,265.0,,204539.0,,2047.0,,73865.0,,1610.0,,95907.0,,1560.0,,51715.0,,1256.0,,65567.0,,1376.0,,85699.0,,1454.0,,70117.0,,1225.0,,53872.0,,1181.0,,42981.0,,1220.0,,3362116.0,,630.0,,179520.0,,328.0,,191154.0,,2526.0,,196757.0,,2472.0,,127740.0,,257.0,,104399.0,,1148.0,,53805.0,,1655.0,,50316.0,,1559.0,,127681.0,,2068.0,,219886.0,,256.0,,204408.0,,320.0,,218256.0,,2446.0,,247057.0,,2436.0,,261962.0,,216.0,,250232.0,,259.0,,218943.0,,2019.0,,82683.0,,1533.0,,105965.0,,1668.0,,59237.0,,1340.0,,75100.0,,1563.0,,106986.0,,1496.0,,96204.0,,1279.0,,85802.0,,1647.0,,98023.0,,1466.0,,25,367252.0,387940.0,404920.0,263050.0,206423.0,105352.0,99130.0,258869.0,435296.0,401694.0,424988.0,484386.0,512592.0,487130.0,423482.0,156548.0,201872.0,110952.0,140667.0,192685.0,166321.0,139674.0,141004.0,1423162.0,727991.0,695171.0,1055910.0,540259.0,515651.0,755192.0,384518.0,370674.0,667970.0,343473.0,324497.0,1506764.0,746269.0,760495.0,1421966.0,694691.0,727275.0,1269032.0,611209.0,657823.0,891303.0,369951.0,521352.0
26,Michigan,9920621.0,,-555555555.0,*****,4867629.0,,864.0,,308679.0,,423.0,,330607.0,,2498.0,,350032.0,,2421.0,,228292.0,,380.0,,155565.0,,711.0,,78476.0,,2019.0,,73157.0,,1881.0,,188870.0,,2452.0,,298956.0,,547.0,,287896.0,,600.0,,312831.0,,2487.0,,340463.0,,2392.0,,372152.0,,515.0,,372165.0,,428.0,,328957.0,,1972.0,,115735.0,,1747.0,,148981.0,,1669.0,,83441.0,,1443.0,,106021.0,,1450.0,,140869.0,,1483.0,,107049.0,,1258.0,,80263.0,,1222.0,,58172.0,,1178.0,,5052992.0,,864.0,,295141.0,,355.0,,313462.0,,2577.0,,335976.0,,2476.0,,215963.0,,381.0,,148263.0,,566.0,,76888.0,,2199.0,,70526.0,,1804.0,,183860.0,,2340.0,,298370.0,,463.0,,291213.0,,458.0,,318278.0,,2520.0,,345153.0,,2558.0,,381009.0,,444.0,,386096.0,,328.0,,342072.0,,2064.0,,125947.0,,1924.0,,159068.0,,1857.0,,90338.0,,1469.0,,121487.0,,1532.0,,164106.0,,1724.0,,141330.0,,1599.0,,122356.0,,1499.0,,126090.0,,1639.0,,26,603820.0,644069.0,686008.0,444255.0,303828.0,155364.0,143683.0,372730.0,597326.0,579109.0,631109.0,685616.0,753161.0,758261.0,671029.0,241682.0,308049.0,173779.0,227508.0,304975.0,248379.0,202619.0,184262.0,2378152.0,1217610.0,1160542.0,1774332.0,908931.0,865401.0,1247889.0,639286.0,608603.0,1130263.0,578324.0,551939.0,2152040.0,1082920.0,1069120.0,2069886.0,1025446.0,1044440.0,1979021.0,965838.0,1013183.0,1341522.0,575815.0,765707.0
27,Minnesota,5278190.0,,-555555555.0,*****,2620590.0,,869.0,,179985.0,,393.0,,177909.0,,1663.0,,182601.0,,1713.0,,114763.0,,378.0,,76384.0,,513.0,,36819.0,,1220.0,,36178.0,,1228.0,,109194.0,,1565.0,,186569.0,,453.0,,171832.0,,484.0,,168759.0,,1886.0,,182574.0,,1867.0,,204666.0,,456.0,,197926.0,,429.0,,168731.0,,1591.0,,59286.0,,1236.0,,74190.0,,1214.0,,41836.0,,931.0,,52541.0,,850.0,,69418.0,,924.0,,55247.0,,894.0,,40510.0,,767.0,,32672.0,,777.0,,2657600.0,,869.0,,173135.0,,365.0,,170873.0,,1710.0,,173101.0,,1688.0,,108229.0,,366.0,,72927.0,,541.0,,36166.0,,1316.0,,35088.0,,1214.0,,104363.0,,1443.0,,181224.0,,440.0,,166184.0,,430.0,,165432.0,,1719.0,,181098.0,,1645.0,,204057.0,,439.0,,197255.0,,336.0,,171034.0,,1416.0,,60527.0,,1029.0,,76635.0,,1207.0,,44360.0,,927.0,,57673.0,,1078.0,,79115.0,,1210.0,,70543.0,,1237.0,,59335.0,,979.0,,69246.0,,1152.0,,27,353120.0,348782.0,355702.0,222992.0,149311.0,72985.0,71266.0,213557.0,367793.0,338016.0,334191.0,363672.0,408723.0,395181.0,339765.0,119813.0,150825.0,86196.0,110214.0,148533.0,125790.0,99845.0,101918.0,1280596.0,655258.0,625338.0,927476.0,475273.0,452203.0,701902.0,357894.0,344008.0,578694.0,297364.0,281330.0,1212928.0,616976.0,595952.0,1106586.0,555999.0,550587.0,1005584.0,500133.0,505451.0,672496.0,292224.0,380272.0
28,Mississippi,2956700.0,,-555555555.0,*****,1434572.0,,1025.0,,107134.0,,652.0,,106475.0,,1793.0,,106100.0,,1826.0,,65586.0,,559.0,,47508.0,,811.0,,24313.0,,1150.0,,23734.0,,1153.0,,59578.0,,1413.0,,96483.0,,700.0,,90127.0,,862.0,,90738.0,,1684.0,,95370.0,,1658.0,,101714.0,,612.0,,99750.0,,499.0,,89001.0,,1457.0,,32709.0,,1177.0,,41801.0,,1272.0,,24029.0,,844.0,,30978.0,,933.0,,41323.0,,977.0,,29124.0,,848.0,,18691.0,,769.0,,12306.0,,682.0,,1522128.0,,1025.0,,102670.0,,576.0,,100291.0,,1605.0,,103282.0,,1734.0,,65421.0,,530.0,,46113.0,,739.0,,23881.0,,1214.0,,22843.0,,1227.0,,59084.0,,1361.0,,100194.0,,588.0,,93849.0,,523.0,,94123.0,,1974.0,,101056.0,,2018.0,,107145.0,,456.0,,106147.0,,400.0,,95665.0,,1337.0,,34869.0,,1101.0,,46755.0,,1263.0,,27699.0,,1009.0,,36364.0,,1003.0,,49983.0,,919.0,,39642.0,,1028.0,,33466.0,,960.0,,31586.0,,1007.0,,28,209804.0,206766.0,209382.0,131007.0,93621.0,48194.0,46577.0,118662.0,196677.0,183976.0,184861.0,196426.0,208859.0,205897.0,184666.0,67578.0,88556.0,51728.0,67342.0,91306.0,68766.0,52157.0,43892.0,756959.0,385295.0,371664.0,547155.0,278161.0,268994.0,416570.0,213609.0,202961.0,340389.0,171686.0,168703.0,687707.0,341743.0,345964.0,590146.0,287822.0,302324.0,546697.0,263261.0,283436.0,375191.0,156451.0,218740.0
