geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,male_total,male_total_annotation,male_total_moe,male_total_moe_annotation,male_under_5,male_under_5_annotation,male_under_5_moe,male_under_5_moe_annotation,male_5_to_9,male_5_to_9_annotation,male_5_to_9_moe,male_5_to_9_moe_annotation,male_10_to_14,male_10_to_14_annotation,male_10_to_14_moe,male_10_to_14_moe_annotation,male_15_to_17,male_15_to_17_annotation,male_15_to_17_moe,male_15_to_17_moe_annotation,male_18_to_19,male_18_to_19_annotation,male_18_to_19_moe,male_18_to_19_moe_annotation,male_20,male_20_annotation,male_20_moe,male_20_moe_annotation,male_21,male_21_annotation,male_21_moe,male_21_moe_annotation,male_22_to_24,male_22_to_24_annotation,male_22_to_24_moe,male_22_to_24_moe_annotation,male_25_to_29,male_25_to_29_annotation,male_25_to_29_moe,male_25_to_29_moe_annotation,male_30_to_34,male_30_to_34_annotation,male_30_to_34_moe,male_30_to_34_moe_annotation,male_35_to_39,male_35_to_39_annotation,male_35_to_39_moe,male_35_to_39_moe_annotation,male_40_to_44,male_40_to_44_annotation,male_40_to_44_moe,male_40_to_44_moe_annotation,male_45_to_49,male_45_to_49_annotation,male_45_to_49_moe,male_45_to_49_moe_annotation,male_50_to_54,male_50_to_54_annotation,male_50_to_54_moe,male_50_to_54_moe_annotation,male_55_to_59,male_55_to_59_annotation,male_55_to_59_moe,male_55_to_59_moe_annotation,male_60_to_61,male_60_to_61_annotation,male_60_to_61_moe,male_60_to_61_moe_annotation,male_62_to_64,male_62_to_64_annotation,male_62_to_64_moe,male_62_to_64_moe_annotation,male_65_to_66,male_65_to_66_annotation,male_65_to_66_moe,male_65_to_66_moe_annotation,male_67_to_69,male_67_to_69_annotation,male_67_to_69_moe,male_67_to_69_moe_annotation,male_70_to_74,male_70_to_74_annotation,male_70_to_74_moe,male_70_to_74_moe_annotation,male_75_to_79,male_75_to_79_annotation,male_75_to_79_moe,male_75_to_79_moe_annotation,male_80_to_84,male_80_to_84_annotation,male_80_to_84_moe,male_80_to_84_moe_annotation,male_85_and_over,male_85_and_over_annotation,male_85_and_over_moe,male_85_and_over_moe_annotation,female_total,female_total_annotation,female_total_moe,female_total_moe_annotation,female_under_5,female_under_5_annotation,female_under_5_moe,female_under_5_moe_annotation,female_5_to_9,female_5_to_9_annotation,female_5_to_9_moe,female_5_to_9_moe_annotation,female_10_to_14,female_10_to_14_annotation,female_10_to_14_moe,female_10_to_14_moe_annotation,female_15_to_17,female_15_to_17_annotation,female_15_to_17_moe,female_15_to_17_moe_annotation,female_18_to_19,female_18_to_19_annotation,female_18_to_19_moe,female_18_to_19_moe_annotation,female_20,female_20_annotation,female_20_moe,female_20_moe_annotation,female_21,female_21_annotation,female_21_moe,female_21_moe_annotation,female_22_to_24,female_22_to_24_annotation,female_22_to_24_moe,female_22_to_24_moe_annotation,female_25_to_29,female_25_to_29_annotation,female_25_to_29_moe,female_25_to_29_moe_annotation,female_30_to_34,female_30_to_34_annotation,female_30_to_34_moe,female_30_to_34_moe_annotation,female_35_to_39,female_35_to_39_annotation,female_35_to_39_moe,female_35_to_39_moe_annotation,female_40_to_44,female_40_to_44_annotation,female_40_to_44_moe,female_40_to_44_moe_annotation,female_45_to_49,female_45_to_49_annotation,female_45_to_49_moe,female_45_to_49_moe_annotation,female_50_to_54,female_50_to_54_annotation,female_50_to_54_moe,female_50_to_54_moe_annotation,female_55_to_59,female_55_to_59_annotation,female_55_to_59_moe,female_55_to_59_moe_annotation,female_60_to_61,female_60_to_61_annotation,female_60_to_61_moe,female_60_to_61_moe_annotation,female_62_to_64,female_62_to_64_annotation,female_62_to_64_moe,female_62_to_64_moe_annotation,female_65_to_66,female_65_to_66_annotation,female_65_to_66_moe,female_65_to_66_moe_annotation,female_67_to_69,female_67_to_69_annotation,female_67_to_69_moe,female_67_to_69_moe_annotation,female_70_to_74,female_70_to_74_annotation,female_70_to_74_moe,female_70_to_74_moe_annotation,female_75_to_79,female_75_to_79_annotation,female_75_to_79_moe,female_75_to_79_moe_annotation,female_80_to_84,female_80_to_84_annotation,female_80_to_84_moe,female_80_to_84_moe_annotation,female_85_and_over,female_85_and_over_annotation,female_85_and_over_moe,female_85_and_over_moe_annotation,state,total_under_5,total_5_to_9,total_10_to_14,total_15_to_17,total_18_to_19,total_20,total_21,total_22_to_24,total_25_to_29,total_30_to_34,total_35_to_39,total_40_to_44,total_45_to_49,total_50_to_54,total_55_to_59,total_60_to_61,total_62_to_64,total_65_to_66,total_67_to_69,total_70_to_74,total_75_to_79,total_80_to_84,total_85_and_over,total_0_to_17,male_0_to_17,female_0_to_17,total_5_to_17,male_5_to_17,female_5_to_17,total_0_9,male_0_9,female_0_9,total_10_to_17,male_10_to_17,female_10_to_17,total_18_to_34,male_18_to_34,female_18_to_34,total_35_to_49,male_35_to_49,female_35_to_49,total_50_to_64,male_50_to_64,female_50_to_64,total_65_and_over,male_65_and_over,female_65_and_over
29,Missouri,5955802.0,,-555555555.0,*****,2915275.0,,908.0,,197733.0,,573.0,,197591.0,,2230.0,,203731.0,,2145.0,,129075.0,,517.0,,89560.0,,768.0,,44586.0,,1500.0,,43274.0,,1554.0,,119811.0,,1937.0,,199122.0,,696.0,,183670.0,,597.0,,186200.0,,2183.0,,193531.0,,2289.0,,220420.0,,500.0,,214053.0,,511.0,,181875.0,,1882.0,,69006.0,,1358.0,,88238.0,,1557.0,,49712.0,,1028.0,,66759.0,,1159.0,,88264.0,,1257.0,,66617.0,,1242.0,,46513.0,,1053.0,,35934.0,,1003.0,,3040527.0,,908.0,,189182.0,,534.0,,188966.0,,2234.0,,194894.0,,2234.0,,122475.0,,544.0,,86876.0,,752.0,,45245.0,,1707.0,,40929.0,,1290.0,,118146.0,,1551.0,,199775.0,,477.0,,183930.0,,480.0,,187257.0,,2176.0,,197233.0,,2087.0,,224147.0,,554.0,,222307.0,,505.0,,196660.0,,2066.0,,72924.0,,1530.0,,97241.0,,1635.0,,56761.0,,1062.0,,75086.0,,1514.0,,103325.0,,1579.0,,86870.0,,1284.0,,73041.0,,1327.0,,77257.0,,1363.0,,29,386915.0,386557.0,398625.0,251550.0,176436.0,89831.0,84203.0,237957.0,398897.0,367600.0,373457.0,390764.0,444567.0,436360.0,378535.0,141930.0,185479.0,106473.0,141845.0,191589.0,153487.0,119554.0,113191.0,1423647.0,728130.0,695517.0,1036732.0,530397.0,506335.0,773472.0,395324.0,378148.0,650175.0,332806.0,317369.0,1354924.0,680023.0,674901.0,1208788.0,600151.0,608637.0,1142304.0,553172.0,589132.0,826139.0,353799.0,472340.0
30,Montana,982854.0,,-555555555.0,*****,492668.0,,629.0,,30910.0,,298.0,,31147.0,,833.0,,31846.0,,835.0,,20412.0,,303.0,,14625.0,,325.0,,7128.0,,632.0,,7353.0,,650.0,,20559.0,,823.0,,32323.0,,398.0,,29683.0,,344.0,,28100.0,,832.0,,29838.0,,859.0,,35707.0,,279.0,,38692.0,,259.0,,37298.0,,856.0,,13696.0,,634.0,,17156.0,,722.0,,9798.0,,434.0,,12734.0,,516.0,,16036.0,,581.0,,12395.0,,507.0,,8829.0,,508.0,,6403.0,,376.0,,490186.0,,629.0,,29790.0,,336.0,,29592.0,,779.0,,29938.0,,847.0,,19574.0,,265.0,,14445.0,,525.0,,7197.0,,671.0,,6379.0,,450.0,,18475.0,,794.0,,29683.0,,273.0,,27854.0,,285.0,,26935.0,,808.0,,30122.0,,792.0,,36709.0,,307.0,,39438.0,,240.0,,37153.0,,889.0,,13006.0,,652.0,,16535.0,,727.0,,9995.0,,504.0,,11846.0,,513.0,,17345.0,,505.0,,14252.0,,515.0,,11474.0,,524.0,,12449.0,,524.0,,30,60700.0,60739.0,61784.0,39986.0,29070.0,14325.0,13732.0,39034.0,62006.0,57537.0,55035.0,59960.0,72416.0,78130.0,74451.0,26702.0,33691.0,19793.0,24580.0,33381.0,26647.0,20303.0,18852.0,223209.0,114315.0,108894.0,162509.0,83405.0,79104.0,121439.0,62057.0,59382.0,101770.0,52258.0,49512.0,215704.0,111671.0,104033.0,187411.0,93645.0,93766.0,212974.0,106842.0,106132.0,143556.0,66195.0,77361.0
31,Nebraska,1813061.0,,-555555555.0,*****,898314.0,,578.0,,66227.0,,362.0,,64741.0,,1011.0,,62179.0,,1033.0,,39303.0,,230.0,,27491.0,,323.0,,13533.0,,890.0,,14339.0,,859.0,,39206.0,,944.0,,63854.0,,374.0,,58152.0,,364.0,,55114.0,,976.0,,58387.0,,960.0,,64673.0,,245.0,,64157.0,,233.0,,56144.0,,863.0,,21056.0,,761.0,,25143.0,,663.0,,14293.0,,597.0,,17201.0,,549.0,,25284.0,,699.0,,20162.0,,606.0,,15145.0,,594.0,,12530.0,,487.0,,914747.0,,577.0,,63731.0,,357.0,,60768.0,,945.0,,61031.0,,976.0,,37262.0,,273.0,,27022.0,,472.0,,12966.0,,910.0,,13106.0,,716.0,,36967.0,,935.0,,60948.0,,305.0,,56516.0,,317.0,,54449.0,,1075.0,,56397.0,,1055.0,,64839.0,,290.0,,64506.0,,212.0,,58089.0,,948.0,,20854.0,,786.0,,25913.0,,794.0,,14966.0,,529.0,,19483.0,,694.0,,29732.0,,709.0,,26654.0,,694.0,,23356.0,,605.0,,25192.0,,711.0,,31,129958.0,125509.0,123210.0,76565.0,54513.0,26499.0,27445.0,76173.0,124802.0,114668.0,109563.0,114784.0,129512.0,128663.0,114233.0,41910.0,51056.0,29259.0,36684.0,55016.0,46816.0,38501.0,37722.0,455242.0,232450.0,222792.0,325284.0,166223.0,159061.0,255467.0,130968.0,124499.0,199775.0,101482.0,98293.0,424100.0,216575.0,207525.0,353859.0,178174.0,175685.0,335862.0,166500.0,169362.0,243998.0,104615.0,139383.0
32,Nevada,2673396.0,,-555555555.0,*****,1350934.0,,479.0,,96962.0,,303.0,,95001.0,,1870.0,,90638.0,,1901.0,,56966.0,,261.0,,35337.0,,349.0,,18608.0,,1029.0,,19271.0,,1035.0,,53668.0,,1414.0,,100592.0,,296.0,,96148.0,,352.0,,100257.0,,1918.0,,98264.0,,1880.0,,98265.0,,331.0,,90531.0,,310.0,,77671.0,,1374.0,,31627.0,,1216.0,,42257.0,,1222.0,,24175.0,,880.0,,29721.0,,1024.0,,40126.0,,1053.0,,27042.0,,712.0,,16273.0,,646.0,,11534.0,,596.0,,1322462.0,,479.0,,92004.0,,245.0,,89527.0,,1782.0,,87095.0,,1778.0,,53926.0,,309.0,,32836.0,,295.0,,18272.0,,1144.0,,17053.0,,1119.0,,51371.0,,1370.0,,96667.0,,246.0,,91257.0,,291.0,,95021.0,,1907.0,,91553.0,,1924.0,,92629.0,,267.0,,89687.0,,295.0,,81697.0,,1572.0,,32218.0,,1232.0,,42977.0,,1214.0,,24653.0,,981.0,,32447.0,,1044.0,,40035.0,,1168.0,,29288.0,,869.0,,21892.0,,687.0,,18357.0,,837.0,,32,188966.0,184528.0,177733.0,110892.0,68173.0,36880.0,36324.0,105039.0,197259.0,187405.0,195278.0,189817.0,190894.0,180218.0,159368.0,63845.0,85234.0,48828.0,62168.0,80161.0,56330.0,38165.0,29891.0,662119.0,339567.0,322552.0,473153.0,242605.0,230548.0,373494.0,191963.0,181531.0,288625.0,147604.0,141021.0,631080.0,323624.0,307456.0,575989.0,296786.0,279203.0,488665.0,242086.0,246579.0,315543.0,148871.0,166672.0
33,New Hampshire,1315911.0,,-555555555.0,*****,649547.0,,519.0,,36249.0,,222.0,,39225.0,,1083.0,,45251.0,,1116.0,,28681.0,,188.0,,19630.0,,232.0,,10606.0,,636.0,,8989.0,,598.0,,23165.0,,792.0,,36535.0,,254.0,,35626.0,,229.0,,40945.0,,969.0,,50858.0,,969.0,,56530.0,,269.0,,54427.0,,207.0,,46706.0,,844.0,,17478.0,,565.0,,21509.0,,781.0,,11770.0,,573.0,,14679.0,,515.0,,18812.0,,565.0,,14144.0,,592.0,,10109.0,,586.0,,7623.0,,504.0,,666364.0,,519.0,,34689.0,,238.0,,39279.0,,1006.0,,40355.0,,1022.0,,27171.0,,173.0,,19991.0,,449.0,,10301.0,,651.0,,9067.0,,637.0,,21842.0,,732.0,,35640.0,,229.0,,36203.0,,239.0,,43734.0,,979.0,,50242.0,,987.0,,57047.0,,170.0,,55295.0,,156.0,,47282.0,,770.0,,17722.0,,765.0,,22473.0,,753.0,,12459.0,,646.0,,15779.0,,583.0,,20795.0,,605.0,,17141.0,,541.0,,15968.0,,669.0,,15889.0,,670.0,,33,70938.0,78504.0,85606.0,55852.0,39621.0,20907.0,18056.0,45007.0,72175.0,71829.0,84679.0,101100.0,113577.0,109722.0,93988.0,35200.0,43982.0,24229.0,30458.0,39607.0,31285.0,26077.0,23512.0,290900.0,149406.0,141494.0,219962.0,113157.0,106805.0,149442.0,75474.0,73968.0,141458.0,73932.0,67526.0,267595.0,134551.0,133044.0,299356.0,148333.0,151023.0,282892.0,140120.0,142772.0,175168.0,77137.0,98031.0
34,New Jersey,8753064.0,,-555555555.0,*****,4261485.0,,504.0,,277745.0,,236.0,,286518.0,,2825.0,,302422.0,,2859.0,,191798.0,,290.0,,118433.0,,377.0,,60055.0,,1674.0,,55945.0,,1271.0,,158568.0,,1923.0,,277134.0,,305.0,,275072.0,,292.0,,298109.0,,2795.0,,322570.0,,2741.0,,343376.0,,225.0,,320776.0,,223.0,,267950.0,,2145.0,,96473.0,,1932.0,,122115.0,,1815.0,,69740.0,,1606.0,,86650.0,,1590.0,,114873.0,,1835.0,,92366.0,,1350.0,,69714.0,,1373.0,,53083.0,,1307.0,,4491579.0,,504.0,,265625.0,,254.0,,279195.0,,2698.0,,283630.0,,2704.0,,181760.0,,277.0,,107694.0,,303.0,,56107.0,,1344.0,,52190.0,,1409.0,,149117.0,,1849.0,,273393.0,,338.0,,279138.0,,247.0,,308742.0,,2741.0,,336648.0,,2777.0,,358550.0,,274.0,,338503.0,,281.0,,286285.0,,2284.0,,107875.0,,1891.0,,141044.0,,1988.0,,80347.0,,1655.0,,104134.0,,1966.0,,143681.0,,1857.0,,128906.0,,1634.0,,110267.0,,1706.0,,118748.0,,1898.0,,34,543370.0,565713.0,586052.0,373558.0,226127.0,116162.0,108135.0,307685.0,550527.0,554210.0,606851.0,659218.0,701926.0,659279.0,554235.0,204348.0,263159.0,150087.0,190784.0,258554.0,221272.0,179981.0,171831.0,2068693.0,1058483.0,1010210.0,1525323.0,780738.0,744585.0,1109083.0,564263.0,544820.0,959610.0,494220.0,465390.0,1862846.0,945207.0,917639.0,1967995.0,964055.0,1003940.0,1681021.0,807314.0,873707.0,1172509.0,486426.0,686083.0
35,New Mexico,2037136.0,,-555555555.0,*****,1005646.0,,757.0,,73385.0,,446.0,,71264.0,,1204.0,,71983.0,,1207.0,,45566.0,,419.0,,31346.0,,638.0,,15352.0,,965.0,,15666.0,,927.0,,43362.0,,1005.0,,70544.0,,554.0,,62582.0,,432.0,,62490.0,,1182.0,,62336.0,,1227.0,,70253.0,,330.0,,70139.0,,271.0,,64390.0,,1119.0,,24339.0,,897.0,,31200.0,,1016.0,,16920.0,,759.0,,22383.0,,832.0,,31497.0,,854.0,,22412.0,,645.0,,15352.0,,667.0,,10885.0,,540.0,,1031490.0,,757.0,,70603.0,,445.0,,69215.0,,1435.0,,69907.0,,1500.0,,43302.0,,377.0,,29713.0,,481.0,,15771.0,,803.0,,13480.0,,841.0,,40480.0,,1029.0,,67530.0,,415.0,,60787.0,,334.0,,62032.0,,1264.0,,64243.0,,1241.0,,73555.0,,504.0,,74776.0,,343.0,,69892.0,,1070.0,,26369.0,,892.0,,33033.0,,933.0,,18570.0,,761.0,,26044.0,,833.0,,34319.0,,875.0,,26716.0,,784.0,,20453.0,,869.0,,20700.0,,902.0,,35,143988.0,140479.0,141890.0,88868.0,61059.0,31123.0,29146.0,83842.0,138074.0,123369.0,124522.0,126579.0,143808.0,144915.0,134282.0,50708.0,64233.0,35490.0,48427.0,65816.0,49128.0,35805.0,31585.0,515225.0,262198.0,253027.0,371237.0,188813.0,182424.0,284467.0,144649.0,139818.0,230758.0,117549.0,113209.0,466613.0,238852.0,227761.0,394909.0,195079.0,199830.0,394138.0,190068.0,204070.0,266251.0,119449.0,146802.0
36,New York,19302448.0,,-555555555.0,*****,9341547.0,,972.0,,592058.0,,525.0,,590989.0,,3597.0,,628877.0,,3525.0,,411867.0,,456.0,,290921.0,,667.0,,156739.0,,2564.0,,143680.0,,2825.0,,400180.0,,2907.0,,676114.0,,737.0,,622043.0,,741.0,,627795.0,,4405.0,,679731.0,,4459.0,,710444.0,,630.0,,674469.0,,559.0,,583269.0,,3349.0,,212247.0,,2332.0,,270409.0,,2933.0,,148972.0,,2360.0,,192210.0,,2464.0,,257760.0,,2434.0,,201910.0,,2199.0,,150923.0,,2056.0,,117940.0,,1816.0,,9960901.0,,972.0,,565949.0,,494.0,,568969.0,,3935.0,,597798.0,,3838.0,,391102.0,,431.0,,278013.0,,986.0,,147054.0,,2419.0,,139532.0,,2308.0,,399247.0,,3177.0,,693318.0,,543.0,,642603.0,,530.0,,648199.0,,3947.0,,713423.0,,3811.0,,747790.0,,353.0,,719605.0,,402.0,,637858.0,,3768.0,,239199.0,,2876.0,,310058.0,,3217.0,,179486.0,,2009.0,,231691.0,,2456.0,,325047.0,,2753.0,,280116.0,,2367.0,,244694.0,,2403.0,,260150.0,,2836.0,,36,1158007.0,1159958.0,1226675.0,802969.0,568934.0,303793.0,283212.0,799427.0,1369432.0,1264646.0,1275994.0,1393154.0,1458234.0,1394074.0,1221127.0,451446.0,580467.0,328458.0,423901.0,582807.0,482026.0,395617.0,378090.0,4347609.0,2223791.0,2123818.0,3189602.0,1631733.0,1557869.0,2317965.0,1183047.0,1134918.0,2029644.0,1040744.0,988900.0,4589444.0,2289677.0,2299767.0,4127382.0,2017970.0,2109412.0,3647114.0,1740394.0,1906720.0,2590899.0,1069715.0,1521184.0
37,North Carolina,9418736.0,,-555555555.0,*****,4588579.0,,1458.0,,320568.0,,728.0,,320959.0,,3254.0,,319858.0,,3280.0,,196273.0,,770.0,,142156.0,,1186.0,,74835.0,,2030.0,,70235.0,,1791.0,,186579.0,,2554.0,,302070.0,,912.0,,305492.0,,1149.0,,322733.0,,2658.0,,335606.0,,2684.0,,338473.0,,930.0,,317344.0,,872.0,,278983.0,,2177.0,,106953.0,,2131.0,,141009.0,,2044.0,,78503.0,,1751.0,,102449.0,,1546.0,,129609.0,,1963.0,,94464.0,,1275.0,,61726.0,,1255.0,,41702.0,,1286.0,,4830157.0,,1458.0,,306191.0,,783.0,,305515.0,,2893.0,,307420.0,,2847.0,,185633.0,,726.0,,133791.0,,1027.0,,68534.0,,2082.0,,66806.0,,1859.0,,184247.0,,2602.0,,311606.0,,799.0,,313549.0,,714.0,,334693.0,,3172.0,,341116.0,,3248.0,,353567.0,,741.0,,339279.0,,623.0,,307534.0,,2765.0,,118479.0,,2016.0,,156511.0,,2456.0,,88774.0,,1584.0,,116052.0,,1906.0,,160614.0,,1949.0,,129284.0,,1635.0,,102520.0,,1697.0,,98442.0,,1630.0,,37,626759.0,626474.0,627278.0,381906.0,275947.0,143369.0,137041.0,370826.0,613676.0,619041.0,657426.0,676722.0,692040.0,656623.0,586517.0,225432.0,297520.0,167277.0,218501.0,290223.0,223748.0,164246.0,140144.0,2262417.0,1157658.0,1104759.0,1635658.0,837090.0,798568.0,1253233.0,641527.0,611706.0,1009184.0,516131.0,493053.0,2159900.0,1081367.0,1078533.0,2026188.0,996812.0,1029376.0,1766092.0,844289.0,921803.0,1204139.0,508453.0,695686.0
38,North Dakota,666783.0,,-555555555.0,*****,336763.0,,489.0,,21881.0,,299.0,,20438.0,,590.0,,20216.0,,588.0,,13691.0,,214.0,,11858.0,,273.0,,6542.0,,500.0,,6414.0,,608.0,,19003.0,,719.0,,25017.0,,276.0,,21112.0,,258.0,,18898.0,,554.0,,20439.0,,567.0,,23478.0,,194.0,,25127.0,,209.0,,22915.0,,520.0,,7962.0,,438.0,,9725.0,,442.0,,5633.0,,319.0,,6610.0,,381.0,,9873.0,,382.0,,7758.0,,332.0,,6800.0,,317.0,,5373.0,,306.0,,330020.0,,489.0,,20940.0,,263.0,,19722.0,,560.0,,19210.0,,591.0,,12272.0,,178.0,,10694.0,,257.0,,5891.0,,560.0,,6027.0,,517.0,,16278.0,,777.0,,21509.0,,253.0,,19091.0,,293.0,,17476.0,,570.0,,19648.0,,547.0,,23375.0,,194.0,,24584.0,,194.0,,21241.0,,424.0,,7638.0,,383.0,,9640.0,,439.0,,5523.0,,333.0,,7045.0,,360.0,,11539.0,,337.0,,10236.0,,419.0,,9392.0,,400.0,,11049.0,,439.0,,38,42821.0,40160.0,39426.0,25963.0,22552.0,12433.0,12441.0,35281.0,46526.0,40203.0,36374.0,40087.0,46853.0,49711.0,44156.0,15600.0,19365.0,11156.0,13655.0,21412.0,17994.0,16192.0,16422.0,148370.0,76226.0,72144.0,105549.0,54345.0,51204.0,82981.0,42319.0,40662.0,65389.0,33907.0,31482.0,169436.0,89946.0,79490.0,123314.0,62815.0,60499.0,128832.0,65729.0,63103.0,96831.0,42047.0,54784.0
39,Ohio,11525536.0,,-555555555.0,*****,5624513.0,,1200.0,,367509.0,,523.0,,384240.0,,2512.0,,397634.0,,2540.0,,253020.0,,522.0,,170815.0,,670.0,,85025.0,,2042.0,,81844.0,,2166.0,,215069.0,,2512.0,,364209.0,,737.0,,341719.0,,806.0,,361708.0,,3016.0,,389210.0,,3100.0,,424680.0,,638.0,,427966.0,,545.0,,375970.0,,2240.0,,136144.0,,1780.0,,171279.0,,2234.0,,94188.0,,1417.0,,123166.0,,1557.0,,165804.0,,1908.0,,127679.0,,1512.0,,96120.0,,1492.0,,69515.0,,1402.0,,5901023.0,,1200.0,,353274.0,,495.0,,369620.0,,3310.0,,378024.0,,3323.0,,240855.0,,490.0,,163539.0,,659.0,,83714.0,,2292.0,,79554.0,,2186.0,,213299.0,,2459.0,,367991.0,,656.0,,343987.0,,509.0,,368975.0,,2905.0,,393365.0,,2964.0,,438878.0,,582.0,,446755.0,,454.0,,393241.0,,2726.0,,148784.0,,2065.0,,186780.0,,2699.0,,105849.0,,1448.0,,143926.0,,1973.0,,202292.0,,1920.0,,175129.0,,1815.0,,149368.0,,2018.0,,153824.0,,1964.0,,39,720783.0,753860.0,775658.0,493875.0,334354.0,168739.0,161398.0,428368.0,732200.0,685706.0,730683.0,782575.0,863558.0,874721.0,769211.0,284928.0,358059.0,200037.0,267092.0,368096.0,302808.0,245488.0,223339.0,2744176.0,1402403.0,1341773.0,2023393.0,1034894.0,988499.0,1474643.0,751749.0,722894.0,1269533.0,650654.0,618879.0,2510765.0,1258681.0,1252084.0,2376816.0,1175598.0,1201218.0,2286919.0,1111359.0,1175560.0,1606860.0,676472.0,930388.0
40,Oklahoma,3714520.0,,-555555555.0,*****,1838148.0,,867.0,,132723.0,,516.0,,130674.0,,1507.0,,129453.0,,1520.0,,79655.0,,396.0,,57098.0,,611.0,,28068.0,,1332.0,,28624.0,,1160.0,,82707.0,,1536.0,,132320.0,,588.0,,119955.0,,540.0,,117379.0,,1551.0,,116457.0,,1534.0,,129448.0,,462.0,,128184.0,,472.0,,111428.0,,1213.0,,41190.0,,1004.0,,55623.0,,1111.0,,30286.0,,923.0,,41419.0,,914.0,,56700.0,,1019.0,,40156.0,,621.0,,28858.0,,713.0,,19743.0,,738.0,,1876372.0,,867.0,,127519.0,,564.0,,125039.0,,1733.0,,120924.0,,1715.0,,74909.0,,470.0,,54242.0,,531.0,,26876.0,,1093.0,,27275.0,,1352.0,,77654.0,,1191.0,,127259.0,,533.0,,114748.0,,485.0,,116828.0,,1565.0,,114554.0,,1482.0,,131722.0,,437.0,,132125.0,,380.0,,120047.0,,1462.0,,44079.0,,1181.0,,58187.0,,1127.0,,35046.0,,945.0,,46485.0,,1023.0,,65012.0,,1014.0,,53920.0,,965.0,,41211.0,,975.0,,40711.0,,827.0,,40,260242.0,255713.0,250377.0,154564.0,111340.0,54944.0,55899.0,160361.0,259579.0,234703.0,234207.0,231011.0,261170.0,260309.0,231475.0,85269.0,113810.0,65332.0,87904.0,121712.0,94076.0,70069.0,60454.0,920896.0,472505.0,448391.0,660654.0,339782.0,320872.0,515955.0,263397.0,252558.0,404941.0,209108.0,195833.0,876826.0,448772.0,428054.0,726388.0,363284.0,363104.0,690863.0,336425.0,354438.0,499547.0,217162.0,282385.0
41,Oregon,3801991.0,,-555555555.0,*****,1882081.0,,755.0,,120542.0,,383.0,,121060.0,,1760.0,,122936.0,,1762.0,,77680.0,,382.0,,53515.0,,476.0,,26029.0,,1248.0,,27908.0,,1440.0,,75099.0,,1816.0,,132228.0,,540.0,,130315.0,,588.0,,126233.0,,1953.0,,127959.0,,1914.0,,131157.0,,421.0,,136122.0,,459.0,,129032.0,,1708.0,,48826.0,,1184.0,,63410.0,,1468.0,,34690.0,,1012.0,,43975.0,,1110.0,,55179.0,,1125.0,,41422.0,,978.0,,31031.0,,995.0,,25733.0,,973.0,,1919910.0,,756.0,,114937.0,,392.0,,117080.0,,1864.0,,116718.0,,1892.0,,73504.0,,383.0,,50667.0,,501.0,,26016.0,,1393.0,,26189.0,,1208.0,,72947.0,,1648.0,,130055.0,,468.0,,125005.0,,476.0,,124810.0,,1531.0,,122817.0,,1578.0,,133676.0,,392.0,,141447.0,,363.0,,137449.0,,1814.0,,51155.0,,1469.0,,64890.0,,1239.0,,36519.0,,877.0,,46849.0,,1055.0,,62645.0,,1082.0,,50762.0,,1219.0,,45154.0,,1243.0,,48619.0,,1317.0,,41,235479.0,238140.0,239654.0,151184.0,104182.0,52045.0,54097.0,148046.0,262283.0,255320.0,251043.0,250776.0,264833.0,277569.0,266481.0,99981.0,128300.0,71209.0,90824.0,117824.0,92184.0,76185.0,74352.0,864457.0,442218.0,422239.0,628978.0,321676.0,307302.0,473619.0,241602.0,232017.0,390838.0,200616.0,190222.0,875973.0,445094.0,430879.0,766652.0,385349.0,381303.0,772331.0,377390.0,394941.0,522578.0,232030.0,290548.0
42,Pennsylvania,12660739.0,,-555555555.0,*****,6167949.0,,933.0,,372397.0,,379.0,,388536.0,,2957.0,,404966.0,,2949.0,,269977.0,,356.0,,196967.0,,906.0,,99189.0,,2196.0,,93346.0,,2178.0,,241889.0,,2561.0,,390300.0,,550.0,,360740.0,,586.0,,393217.0,,2734.0,,427568.0,,2722.0,,472510.0,,532.0,,478009.0,,456.0,,419780.0,,2851.0,,152338.0,,2310.0,,194531.0,,2546.0,,110878.0,,1530.0,,142899.0,,1769.0,,187894.0,,1886.0,,157143.0,,1664.0,,119899.0,,1542.0,,92976.0,,1429.0,,6492790.0,,933.0,,355280.0,,352.0,,370127.0,,2801.0,,387993.0,,2836.0,,254079.0,,321.0,,193308.0,,761.0,,97575.0,,2176.0,,90255.0,,2182.0,,233719.0,,2467.0,,387708.0,,425.0,,361453.0,,403.0,,396416.0,,2834.0,,436412.0,,2875.0,,488330.0,,471.0,,493702.0,,426.0,,439457.0,,2464.0,,162778.0,,2173.0,,211314.0,,2357.0,,124324.0,,1990.0,,163981.0,,2151.0,,230961.0,,1945.0,,216858.0,,2117.0,,192853.0,,2007.0,,203907.0,,1919.0,,42,727677.0,758663.0,792959.0,524056.0,390275.0,196764.0,183601.0,475608.0,778008.0,722193.0,789633.0,863980.0,960840.0,971711.0,859237.0,315116.0,405845.0,235202.0,306880.0,418855.0,374001.0,312752.0,296883.0,2803355.0,1435876.0,1367479.0,2075678.0,1063479.0,1012199.0,1486340.0,760933.0,725407.0,1317015.0,674943.0,642072.0,2746449.0,1382431.0,1364018.0,2614453.0,1293295.0,1321158.0,2551909.0,1244658.0,1307251.0,1944573.0,811689.0,1132884.0
